model,mae_mean,mae_std,rmse_mean,r2_mean
hist_gb,4.9565157041891075,0.22322851926005208,6.69890380751538,0.5207252153291873
random_forest,5.06863585348434,0.17798592823849316,6.74140431806607,0.5153554516296104
