,importance
x775,0.00025514403292130615
x600,0.00025102880658414153
x157,0.00025011431184251975
x487,0.0002496570644711316
x139,0.00024554183813423335
x653,0.00024417009602144545
x300,0.00024325560128004575
x609,0.00024051211705513608
x750,0.00023959762231360316
x86,0.00023365340649283972
x78,0.0002331961591218068
x656,0.00023319615912158475
x772,0.0002263374485593328
x729,0.00022450845907613371
x81,0.00022222222222163525
x757,0.00022176497485126845
x693,0.00022085048010955788
x746,0.00021993598536762526
x378,0.0002181069958846926
x89,0.00021764974851352649
x655,0.0002171925011427156
x608,0.0002158207590304162
x55,0.0002075903063551987
x252,0.0002016460905344797
x579,0.0001984453589391144
x519,0.0001957018747139383
x695,0.00019570187471376065
x204,0.00019204389574718484
x299,0.00018655692729718787
x110,0.0001856424325560102
x228,0.00018289894833065646
x664,0.0001778692272516036
x202,0.00017192501143079575
x455,0.00017101051668939605
x637,0.00016826703246430874
x601,0.00015454961133998246
x682,0.00015409236396859426
x189,0.00015089163237282932
x551,0.00014357567443963327
x486,0.00014128943758597856
x451,0.00013991769547301304
x492,0.00013717421124765928
x462,0.0001353452217650375
x341,0.00013214449016882846
x152,0.00013168724279828404
x63,0.0001312299954272067
x409,0.00012940100594427406
x584,0.00012940100594400762
x688,0.00012757201646054205
x574,0.00012391403749409947
x504,0.00011979881115684599
x599,0.00011934156378567984
x651,0.00011888431641442488
x407,0.00011614083218973726
x30,0.00010973936899860703
x661,0.00010928212162748529
x77,0.00010836762688590796
x25,0.000106538637402398
x505,9.693644261514756e-05
x44,9.602194787365903e-05
x102,9.419295838983822e-05
x459,9.327846364857174e-05
x184,8.276177411916663e-05
x771,8.139003200731132e-05
x205,8.093278463654485e-05
x227,8.093278463614518e-05
x7,8.093278463601194e-05
x580,7.818930041123551e-05
x502,7.818930041101347e-05
x453,7.727480566979139e-05
x387,7.36168267033488e-05
x272,7.178783721948357e-05
x561,7.13305898487171e-05
x112,6.995884773632887e-05
x127,6.767261088205245e-05
x514,6.630086876935337e-05
x684,6.53863740281313e-05
x170,6.264288980313281e-05
x725,6.172839506155548e-05
x111,5.7613168724124365e-05
x810,5.4412437128359416e-05
x585,4.938271604935096e-05
x436,4.526748971169781e-05
x206,4.2524005486699326e-05
x373,3.246456332863801e-05
x709,3.109282121624979e-05
x207,2.926383173273983e-05
x632,2.8806584361928955e-05
x164,2.6977594878641043e-05
x798,2.469135802432021e-05
x45,2.377686328265405e-05
x93,1.5546410607791827e-05
x66,1.4631915866170075e-05
x730,1.3260173753515402e-05
x41,6.85871056211873e-06
x151,6.401463191219036e-06
x591,5.486968449641694e-06
x506,5.486968449552876e-06
x473,4.115226337120248e-06
x753,4.572473705444224e-07
x530,0.0
x129,0.0
x489,0.0
x104,0.0
x261,-3.200731596120221e-06
x210,-4.572473708375213e-06
x238,-6.8587105621631395e-06
x679,-7.3159579334625136e-06
x79,-7.773205304140162e-06
x727,-8.230452675261902e-06
x448,-9.144947416972471e-06
x135,-1.0973936899683067e-05
x427,-1.3260173754492399e-05
x778,-2.2405121170532283e-05
x543,-2.286236854138757e-05
x187,-2.6063100137152518e-05
x424,-2.834933699151776e-05
x804,-3.337905807034858e-05
x636,-3.475080018287002e-05
x107,-3.5665294924802636e-05
x385,-3.749428440844582e-05
