,importance
x522,0.0006215353435826328
x617,0.0006213555425063174
x558,0.0006204179362481009
x21,0.0006152468479210496
x686,0.0006146492508767165
x698,0.0006119142559377704
x292,0.0006111351275305666
x68,0.0006089002858858506
x293,0.0006064354992724265
x732,0.0006056372684104973
x494,0.0006047596137246325
x381,0.0006044451583650829
x782,0.0006014502028243596
x438,0.000599098684264044
x76,0.000598784982529545
x78,0.0005986696358145154
x618,0.000596866280420734
x419,0.0005934498088987382
x50,0.000592554343020559
x463,0.0005925444279956812
x423,0.0005917311324686145
x34,0.000590516073733407
x820,0.0005900690239944931
x526,0.000589904024287111
x716,0.0005881747263449184
x568,0.0005835517622342435
x418,0.0005822630349014754
x150,0.0005822486224249309
x318,0.0005804030099841837
x822,0.0005777135926860624
x84,0.0005775688010634713
x482,0.0005760408389754897
x51,0.0005741800449988528
x224,0.0005737497063933092
x239,0.0005735023019807573
x645,0.000571468835801681
x346,0.0005703986479563798
x352,0.0005695286063266908
x391,0.000568373543744247
x628,0.0005680754365860233
x75,0.0005671067146174745
x282,0.0005667745344418033
x220,0.0005623485340915863
x95,0.0005615733514428517
x544,0.0005586883061250071
x690,0.000557833954938787
x750,0.0005570613629765146
x5,0.000555449712336257
x738,0.000555370457497985
x264,0.000554910336845247
x515,0.0005541667705175867
x749,0.00055321673762399
x653,0.0005531722283023101
x825,0.0005531188221475442
x14,0.0005528778925277745
x663,0.0005512650257014392
x420,0.0005500632112478014
x369,0.0005484426566499664
x746,0.0005483487279282357
x791,0.0005470303731428546
x715,0.000546471634478989
x267,0.0005460896014561883
x467,0.0005443789459551895
x608,0.0005426926992260945
x767,0.0005426222280732083
x406,0.0005413546129869411
x4,0.0005408320521548616
x539,0.0005406069725907289
x357,0.0005395411016218697
x700,0.0005385194110240568
x341,0.0005371914769019538
x365,0.00053585490064853
x94,0.0005352757535377673
x55,0.0005341655632158681
x629,0.0005340844659178047
x225,0.0005316535125438205
x275,0.000529319766182273
x140,0.0005284380387685473
x431,0.0005276995730532736
x826,0.0005271182593730091
x787,0.0005253312543713965
x812,0.0005251722421897796
x624,0.0005248863292076482
x396,0.0005236988159403361
x302,0.0005220938763861629
x139,0.0005197371426239554
x376,0.0005196474796569168
x157,0.0005187842802601184
x473,0.0005166986553271288
x660,0.0005162484630189674
x130,0.0005155893071861974
x387,0.0005151057335599184
x191,0.0005149725227123808
x683,0.000513798709838699
x537,0.0005125079756760129
x373,0.000512274904431712
x106,0.0005115533174346843
x266,0.0005115175017046868
x478,0.0005082327267427174
x56,0.0005080252104115539
x730,0.0005077147484308647
x448,0.0005068799834803057
x831,0.0005067143240580042
x10,0.0005064426437297719
x509,0.0005060168931914903
x272,0.0005046017233127744
x271,0.0005045283177040512
x566,0.0005038213503722764
x655,0.0005037691599033058
x719,0.0005032375994370281
x652,0.0005029604054642813
x354,0.000502826262401856
x427,0.0005025196714830999
x604,0.0005024915500370973
x131,0.0005021403816446436
x813,0.0005020804928329759
x316,0.0005018905312722202
x323,0.0005003914474037153
x459,0.0005002394099415566
x573,0.0005000354685414342
x398,0.0004996706210231643
x108,0.0004990189198910709
x667,0.0004989472598784901
x560,0.0004987435236988256
x154,0.0004980563907269985
x740,0.0004979109774206743
x615,0.0004978548709412927
x28,0.0004972574439979079
x371,0.0004971409565688853
x164,0.000496670081479989
x592,0.0004964763095316503
x38,0.0004962423071272657
x486,0.0004955797327498106
x718,0.0004954742672264674
x401,0.0004947275244155547
x576,0.0004943783644465517
x212,0.0004941084482478102
x31,0.0004936948724722221
x786,0.0004923596802979558
x223,0.000490049775426027
x770,0.0004898606949552131
x676,0.000489725073535488
x72,0.0004895330368178381
x756,0.0004894619087874162
x569,0.0004894574528407282
x134,0.0004885347470828627
x595,0.0004885105855515043
x488,0.000487554144230366
x685,0.00048726389942290474
x498,0.0004863721121186786
x405,0.0004859469051825533
x610,0.00048409575155863307
x739,0.00048390525456418367
x137,0.000483331189000751
x128,0.0004823463485275648
x781,0.0004805736941796584
x142,0.00048056189316676294
x249,0.0004804025894053071
x506,0.00047952290246644383
x646,0.0004785196950091794
x311,0.0004781843783852387
x93,0.00047742438886394056
x582,0.00047680422468493304
x505,0.0004762625305238019
x49,0.00047622550079871054
x421,0.00047594279191347233
x261,0.0004753600523182362
x752,0.00047487547818837815
x474,0.0004745635366578221
x107,0.00047451819408984587
x504,0.0004735268168420893
x723,0.000473435354986469
x598,0.00047315968328782656
x280,0.000473063670333895
x273,0.0004724500579752501
x772,0.00047235596763237753
x112,0.0004720114654925095
x19,0.00047127099439667376
x436,0.00047099102008430274
x487,0.0004708164115471144
x301,0.00046881183697796254
x758,0.00046803158452533416
x366,0.00046734648132835407
x97,0.00046644509811931287
x754,0.00046642306773145634
x563,0.0004660534514959855
x394,0.0004657721538985479
x110,0.0004652573537127035
x471,0.0004649435802915759
x656,0.0004638356785214682
x304,0.00046343851501628254
x501,0.0004620039199322489
x596,0.0004613666684842619
x285,0.0004612537787656394
x638,0.0004602253577903274
x158,0.0004597310328218865
x707,0.0004590292099761953
x41,0.00045869291357793413
x811,0.00045844180417276345
x100,0.000458211431770632
x274,0.0004579492251066508
x228,0.00045770500807839487
x12,0.0004571146374465717
x425,0.00045589518764538924
x73,0.00045539028181729716
x39,0.0004550897092086296
x529,0.00045402042992329403
x46,0.000452966889591853
x83,0.0004525634333548811
x268,0.0004522302553302136
x669,0.0004518770623744646
x762,0.0004517348015701281
x552,0.00045130239529486975
x521,0.0004507359492430876
x701,0.00045049886473775885
x16,0.00044998401135195074
x737,0.00044948473514597946
x743,0.00044897470940151376
x461,0.0004481868112088869
x611,0.00044780017458084836
x181,0.0004472561534915383
x236,0.00044722517098613865
x126,0.00044711651422954215
x138,0.00044695433343905344
x332,0.00044678847063934205
x561,0.0004465178649252956
x545,0.00044573639353949284
x741,0.00044564634509492313
x535,0.00044373513196327376
x687,0.00044352108041940605
x455,0.0004434462708483969
x120,0.0004431801684643102
x430,0.00044222612683239603
x221,0.0004419229493285593
x255,0.0004415586392602163
x689,0.00044015289555407423
x744,0.00043993569187739844
x801,0.00043912103675934264
x457,0.0004385487326390158
x162,0.00043852591371731773
x253,0.0004384768130663226
x279,0.00043798990956203014
x428,0.0004376010483369796
x258,0.00043747522089974836
x364,0.0004372839995505442
x45,0.0004368714749649934
x122,0.00043607781094069566
x243,0.0004359470069273028
x555,0.00043469355227154256
x397,0.0004336152143559761
x44,0.0004334165878261685
x294,0.00043319501673868893
x626,0.00042979149075832493
x241,0.0004295093207343018
x329,0.0004294297190691106
x705,0.00042941612410813437
x184,0.00042857308305943614
x22,0.00042857012581001206
x600,0.00042848615988040227
x297,0.00042818540933462173
x449,0.00042795233973998945
x235,0.00042653213330406947
x180,0.00042549629265514885
x475,0.00042536949298282653
x313,0.00042529650087686757
x518,0.00042458703945425907
x314,0.0004243031571779043
x132,0.0004240222664150822
x714,0.00042396955806224936
x416,0.0004239457909693483
x804,0.000423623434545954
x48,0.00042232717028414275
x127,0.00042089459918350647
x776,0.0004208025999879774
x375,0.00041984995023979595
x246,0.0004198018874615869
x622,0.00041967792201259884
x514,0.0004190408772532494
x830,0.00041854400424058854
x692,0.0004181771240940046
x322,0.0004179981210371527
x119,0.00041704816138946825
x567,0.0004168841678146806
x174,0.00041502919798997394
x549,0.00041501729811519464
x557,0.00041416515207713444
x123,0.0004141063837680959
x426,0.0004134544614798344
x760,0.00041274340239350814
x192,0.00041230884606617915
x53,0.0004122635716868688
x145,0.00041218380478856304
x790,0.0004121346598976316
x265,0.00041118231973232233
x170,0.000409995746284593
x508,0.0004096262868579897
x481,0.00040891605521943227
x637,0.0004079547887810847
x30,0.0004067724634372642
x412,0.0004064790565617077
x441,0.0004064302839804007
x124,0.00040522123573917177
x632,0.00040444587959455406
x453,0.00040443282956068846
x43,0.0004044304031932401
x806,0.0004038139878262263
x816,0.00040377530224776614
x244,0.00040335871616748023
x551,0.0004028020235893441
x534,0.0004026293879645931
x336,0.0004022895012352813
x422,0.0004017643004216502
x13,0.00040126529660804025
x597,0.0004010508006833258
x330,0.0004002104413113185
x699,0.00039961689006346303
x47,0.00039958922630383965
x370,0.00039946433358496644
x36,0.00039939210183477324
x7,0.00039915883113837225
x259,0.0003984773056539831
x789,0.00039798551792765867
x160,0.00039630036288898523
x372,0.0003961934216001031
x497,0.00039555894126856413
x54,0.00039539895770445674
x288,0.0003948676616400237
x348,0.0003940090107830294
x684,0.0003933846879514165
x25,0.0003931067604517075
x90,0.00039295709021528087
x697,0.0003926631217944593
x343,0.00039245812439771315
x695,0.0003923022381089727
x227,0.00039229656218759735
x729,0.0003920027678238943
x32,0.00039175106549323613
x606,0.0003916406502152632
x74,0.00039105311274280976
x156,0.000390972944810385
x400,0.0003905808744773252
x727,0.0003905093519640134
x799,0.000390144221950108
x284,0.00038941535844139446
x105,0.0003893242197901601
x351,0.0003890294856268447
x643,0.00038822243706642805
x65,0.00038807779057264946
x8,0.00038679416901928136
x103,0.00038675129709804914
x785,0.00038525566802011344
x71,0.00038490918787118954
x222,0.0003846201166971561
x91,0.00038416586107131414
x779,0.00038408727599300744
x388,0.0003837502523783283
x411,0.00038329507009212023
x163,0.0003829000487368609
x63,0.00038256830879639564
x70,0.0003822238074015065
x197,0.0003819719979459424
x187,0.0003818157272496229
x300,0.000381665193676152
x61,0.00038112408117611264
x753,0.0003810373526900626
x599,0.00038092633945532373
x601,0.00038041648433161915
x470,0.0003796103295824583
x490,0.000378942100788848
