epoch,regret,step,train_loss
184,0.04478935897350311,2034,0.08402762562036514
185,0.04411948472261429,2045,0.08321736007928848
186,0.045038118958473206,2056,0.084001325070858
187,0.05403613671660423,2067,0.09290342777967453
188,0.0455513671040535,2078,0.08429013192653656
189,0.04488445445895195,2089,0.08348628133535385
190,0.04401411488652229,2100,0.08246997743844986
191,0.04493453726172447,2111,0.08325473964214325
192,0.05318940803408623,2122,0.09141812473535538
193,0.04548879340291023,2133,0.08358389884233475
194,0.04453064128756523,2144,0.08248739689588547
195,0.04362010955810547,2155,0.08143778890371323
196,0.04374103993177414,2166,0.08142206817865372
197,0.05482850596308708,2177,0.09242343157529831
198,0.043477319180965424,2188,0.0809357762336731
199,0.044805701822042465,2199,0.08212227374315262
200,0.0443585179746151,2210,0.08153960108757019
201,0.04256796836853027,2221,0.07961786538362503
202,0.05470283329486847,2232,0.09166125953197479
203,0.042742226272821426,2243,0.07956326752901077
204,0.04388631135225296,2254,0.08057192713022232
205,0.0423702634871006,2265,0.07892395555973053
206,0.049621619284152985,2276,0.0860595703125
207,0.043001338839530945,2287,0.07932662218809128
208,0.04219728335738182,2298,0.07840161770582199
209,0.04218621551990509,2309,0.07825116068124771
210,0.049185872077941895,2320,0.08513934910297394
211,0.042882174253463745,2331,0.07873562723398209
212,0.042451709508895874,2342,0.07819632440805435
213,0.04149981588125229,2353,0.07708366215229034
214,0.040505245327949524,2364,0.07597335427999496
215,0.043582718819379807,2375,0.07892586290836334
216,0.056146007031202316,2386,0.09151165187358856
217,0.05721088871359825,2397,0.09257785230875015
218,0.05595453456044197,2408,0.09118705987930298
219,0.04278240352869034,2419,0.07769116759300232
220,0.04706849157810211,2430,0.0818997323513031
221,0.04733576253056526,2441,0.08207240700721741
222,0.04021028056740761,2452,0.07475251704454422
223,0.04143776372075081,2463,0.07587048411369324
224,0.04134494438767433,2474,0.07567641139030457
225,0.03858262300491333,2485,0.07275008410215378
226,0.05385923013091087,2496,0.0879649817943573
227,0.040425583720207214,2507,0.07442055642604828
228,0.04116956517100334,2518,0.07500100880861282
229,0.04031548276543617,2529,0.07403165847063065
230,0.05051108077168465,2540,0.08413636684417725
231,0.04637344181537628,2551,0.07991745322942734
232,0.05071631446480751,2562,0.08418533205986023
233,0.03890814259648323,2573,0.07215890288352966
234,0.03966176137328148,2584,0.07280244678258896
235,0.051941387355327606,2595,0.08498332649469376
236,0.041441213339567184,2606,0.07438530027866364
237,0.04130994528532028,2617,0.07411634922027588
238,0.04010820761322975,2628,0.07279828935861588
239,0.04140610992908478,2639,0.07397378236055374
240,0.03983045741915703,2650,0.07228970527648926
241,0.04043932259082794,2661,0.07277850061655045
242,0.05334751307964325,2672,0.08561120927333832
243,0.05311965569853783,2683,0.08545925468206406
244,0.06622394174337387,2694,0.09856978058815002
245,0.041475776582956314,2705,0.07340535521507263
246,0.040071915835142136,2716,0.07189905643463135
247,0.04011499881744385,2727,0.07181859761476517
248,0.03975684568285942,2738,0.07136747986078262
249,0.03839772194623947,2749,0.06984823942184448
250,0.04165816307067871,2760,0.07299797236919403
251,0.048530615866184235,2771,0.07979707419872284
252,0.04710768163204193,2782,0.0783202275633812
253,0.05744483321905136,2793,0.08858653157949448
254,0.05101415887475014,2804,0.08201311528682709
255,0.06592034548521042,2815,0.09691415727138519
256,0.04523226246237755,2826,0.07595235854387283
257,0.04278992488980293,2837,0.07343848049640656
258,0.038538530468940735,2848,0.06901431828737259
259,0.03746727108955383,2859,0.06783427298069
260,0.035802826285362244,2870,0.06604380160570145
261,0.039832551032304764,2881,0.06995977461338043
262,0.04218663275241852,2892,0.07225572317838669
263,0.04521801322698593,2903,0.07517218589782715
264,0.063206747174263,2914,0.09311488270759583
265,0.050558123737573624,2925,0.08052822947502136
266,0.04535892605781555,2936,0.0750415027141571
267,0.03738371655344963,2947,0.06687948852777481
268,0.040098465979099274,2958,0.06951911002397537
269,0.052384305745363235,2969,0.08174615353345871
270,0.05044989287853241,2980,0.07976458221673965
271,0.0640660747885704,2991,0.09338738769292831
272,0.041614461690187454,3002,0.07060987502336502
273,0.037674177438020706,3013,0.06659058481454849
274,0.039333660155534744,3024,0.06814314424991608
275,0.03786091506481171,3035,0.06658490002155304
276,0.03560970351099968,3046,0.06419111043214798
277,0.036098118871450424,3057,0.0645841732621193
278,0.03672773763537407,3068,0.06510156393051147
279,0.03762173652648926,3079,0.06589995324611664
280,0.041128575801849365,3090,0.0693133994936943
281,0.0398712120950222,3101,0.06801348179578781
282,0.04477667063474655,3112,0.07281669974327087
283,0.06301777064800262,3123,0.09112367033958435
284,0.05341485142707825,3134,0.08146500587463379
285,0.06256642192602158,3145,0.09046635776758194
286,0.04409436136484146,3156,0.07172270119190216
287,0.06143003702163696,3167,0.08903932571411133
288,0.05203444883227348,3178,0.07968273013830185
289,0.06293797492980957,3189,0.09043864160776138
290,0.04842113330960274,3200,0.07566361874341965
291,0.04722123220562935,3211,0.07446334511041641
292,0.053273968398571014,3222,0.08048856258392334
293,0.06440319120883942,3233,0.09173180907964706
294,0.036740489304065704,3244,0.06361757218837738
295,0.04088541492819786,3255,0.06769292056560516
296,0.0626026839017868,3266,0.08936215192079544
297,0.05245459824800491,3277,0.0793362408876419
298,0.06183905526995659,3288,0.0884619727730751
299,0.04471886157989502,3299,0.07115602493286133
